,epoch,loss_fake,loss_real,discriminator_loss,wasserstein_D,g_loss
0,0,-0.29114633798599243,0.23284496366977692,0.27818867564201355,0.5239911675453186,0.7637084126472473
1,1,-0.11386697739362717,0.3697780668735504,1.2270344495773315,0.4836450517177582,0.44864457845687866
0,2,0.42480477690696716,0.61264967918396,2.0327937602996826,0.187844917178154,-0.31689825654029846
1,3,0.582869827747345,0.7282727360725403,2.188666582107544,0.14540258049964905,-0.4949967861175537
